STATION,0,1,WEEK_RATIO
1 AV,33570.0,47349.5,1.4104706583258861
103 ST,29086.0,57803.0,1.9873134841504503
103 ST-CORONA,23258.0,35050.0,1.5070083412159256
104 ST,2098.5,4570.5,2.177984274481773
110 ST,12230.5,21307.0,1.7421201095621601
111 ST,14907.5,24908.0,1.6708368271004528
116 ST,28602.0,52873.5,1.8485945038808476
116 ST-COLUMBIA,7852.5,19433.0,2.4747532632919453
121 ST,963.5,1853.0,1.9231966787752983
125 ST,85288.0,139288.0,1.6331488603320514
135 ST,14066.5,29258.0,2.079977250915295
137 ST CITY COL,16246.5,24789.0,1.5258055581202106
138/GRAND CONC,2934.5,6286.0,2.1421025728403476
14 ST,44675.5,107747.5,2.411780506093944
14 ST-UNION SQ,125252.0,201768.0,1.6108964327914923
145 ST,39416.0,66153.5,1.6783412827278263
149/GRAND CONC,11262.5,20911.5,1.8567369589345173
14TH STREET,11068.5,19167.0,1.7316709581244072
15 ST-PROSPECT,5137.0,10356.5,2.0160599571734474
155 ST,6658.5,12268.0,1.8424570098370503
157 ST,12832.0,19711.5,1.5361206359102244
161/YANKEE STAD,25649.0,33831.5,1.3190182853132675
167 ST,18799.5,33079.5,1.7595946700710126
168 ST,32396.0,47414.5,1.4635911840968021
169 ST,7339.0,15571.5,2.12174683199346
170 ST,14930.0,26851.5,1.7984929671801742
174 ST,6195.5,11617.5,1.8751513195060932
174-175 STS,3889.0,7399.0,1.9025456415530986
175 ST,28.5,19406.5,680.9298245614035
176 ST,5228.0,9341.0,1.78672532517215
18 AV,8239.5,18507.5,2.246192123308453
18 ST,7258.0,14972.0,2.06282722513089
181 ST,20179.5,43552.0,2.158229886766273
182-183 STS,3975.5,6678.0,1.6797887058231669
183 ST,5353.5,8919.5,1.6661062856075464
190 ST,5028.5,6763.0,1.3449338769016606
191 ST,11646.0,18157.0,1.5590760776232182
2 AV,158.0,33018.0,208.9746835443038
20 AV,4695.5,11894.0,2.533063571504632
207 ST,7860.5,10436.0,1.3276509127918072
21 ST,2466.0,3798.0,1.5401459854014599
21 ST-QNSBRIDGE,9258.5,18404.0,1.9877949991899335
215 ST,2645.5,3655.5,1.3817803817803818
219 ST,2943.5,5730.5,1.946832002717853
225 ST,2422.5,4625.5,1.909391124871001
23 ST,73122.5,199106.5,2.7229170228041983
231 ST,5445.0,11822.5,2.1712580348943984
233 ST,3427.0,6815.5,1.9887656842719579
238 ST,2115.0,4767.5,2.2541371158392436
25 AV,3980.5,6988.0,1.755558346941339
25 ST,3511.5,7177.5,2.043998291328492
28 ST,42214.0,97071.0,2.299497796939404
3 AV,10102.5,14036.0,1.3893590695372433
3 AV 138 ST,6830.5,13429.5,1.9661078983968963
3 AV-149 ST,16069.5,29204.0,1.8173558604810356
33 ST,18745.5,52030.0,2.775599477207863
33 ST-RAWSON ST,4490.0,20725.0,4.6158129175946545
34 ST-HERALD SQ,96621.0,219205.0,2.2687097007896835
34 ST-HUDSON YD,11647.0,23873.0,2.0497123722847084
34 ST-PENN STA,150123.0,318520.0,2.1217268506491345
36 ST,18169.0,33013.5,1.8170235015686058
39 AV,206.0,8141.0,39.519417475728154
4 AV-9 ST,5137.0,8797.0,1.7124781000584
40 ST LOWERY ST,10388.0,19847.0,1.9105698883326916
42 ST-BRYANT PK,5342.0,87143.5,16.31289779108948
42 ST-PORT AUTH,106256.0,163452.5,1.5382896024695076
45 ST,6439.5,11179.5,1.7360819939436292
46 ST,9238.5,17077.5,1.8485143692157817
46 ST BLISS ST,14885.5,23395.5,1.5716972893083874
47-50 STS ROCK,14306.5,123441.5,8.628350749659246
49 ST,33255.5,50628.5,1.5224098269459188
4AV-9 ST,8821.5,16135.5,1.8291106954599559
5 AV/53 ST,16347.0,57090.0,3.4923839236557166
5 AV/59 ST,15992.0,29245.0,1.8287268634317158
5 AVE,7874.5,25034.5,3.179185980062226
50 ST,51561.5,92851.5,1.8007912880734656
51 ST,17817.5,46289.5,2.5979795145222395
52 ST,7699.5,12586.5,1.6347165400350672
53 ST,8715.0,14133.0,1.621686746987952
55 ST,1500.0,3455.5,2.3036666666666665
57 ST,4858.0,24204.0,4.982297241663236
57 ST-7 AV,36750.5,51936.5,1.4132188677705064
59 ST,57064.0,124456.5,2.1809985279685966
59 ST COLUMBUS,71991.5,132218.0,1.8365779293388802
6 AV,4429.0,5566.5,1.2568299841950779
61 ST WOODSIDE,20585.5,36294.0,1.7630856670957713
63 DR-REGO PARK,9558.5,22285.5,2.331485065648376
65 ST,3599.0,6224.5,1.7295081967213115
66 ST-LINCOLN,24248.5,45118.5,1.8606717941315958
67 AV,4487.0,13520.0,3.0131490973924673
68ST-HUNTER CO,14715.5,39142.0,2.659916414664809
69 ST,7203.5,10120.0,1.4048726313597557
7 AV,33349.5,77743.5,2.3311743804254936
71 ST,4971.0,8172.5,1.644035405351036
72 ST,46193.0,72127.5,1.5614378801982984
72 ST-2 AVE,23858.0,58849.0,2.466635929248051
74 ST-BROADWAY,6504.0,7990.5,1.2285516605166051
75 AV,1035.5,3850.0,3.718010622887494
75 ST-ELDERTS,3265.0,6351.0,1.9451761102603369
77 ST,27557.5,61068.5,2.2160391907829085
79 ST,21566.0,32934.5,1.5271492163590838
8 AV,36536.0,60630.5,1.6594728486971755
8 ST-NYU,21415.0,28341.5,1.323441512958207
80 ST,3336.0,6852.5,2.0541067146282974
81 ST-MUSEUM,11143.0,30997.5,2.7817912590864218
82 ST-JACKSON H,23732.0,33972.0,1.4314849148828586
85 ST-FOREST PK,3578.0,6947.5,1.9417272219116826
86 ST,80475.5,152766.0,1.89829202676591
86 ST-2 AVE,25071.0,44039.0,1.7565713374017788
88 ST,1727.0,4088.5,2.3674001158077593
9 AV,7062.5,11332.5,1.6046017699115045
90 ST-ELMHURST,16590.5,24773.0,1.4932039420150085
96 ST,60509.5,118058.0,1.9510655351639
96 ST-2 AVE,18243.5,34715.0,1.9028695151697865
9TH STREET,7249.0,9989.0,1.3779831700924265
ALABAMA AV,2574.0,4709.0,1.8294483294483295
ALLERTON AV,3997.0,7742.0,1.936952714535902
AQUEDUCT N.COND,1803.0,2738.5,1.5188574597892401
AQUEDUCT RACETR,2672.5,2204.0,0.8246959775491113
ASTOR PL,17631.5,32976.0,1.8702889714431556
ASTORIA BLVD,1040.0,30992.0,29.8
ASTORIA DITMARS,873.0,23980.0,27.468499427262312
ATL AV-BARCLAY,47900.5,85379.0,1.7824239830481936
ATLANTIC AV,1449.5,2952.0,2.036564332528458
AVENUE H,3195.0,5928.5,1.8555555555555556
AVENUE I,429.0,902.0,2.1025641025641026
AVENUE J,5200.0,9774.0,1.8796153846153847
AVENUE M,3958.5,9265.5,2.340659340659341
AVENUE N,731.5,1930.5,2.6390977443609023
AVENUE P,768.5,1512.5,1.9681197137280417
AVENUE U,7707.5,15166.5,1.9677586766136879
AVENUE X,2072.5,5079.0,2.4506634499396864
B'WAY-LAFAYETTE,11748.0,51403.5,4.375510725229827
BAY 50 ST,1744.0,3528.5,2.02322247706422
BAY PKWY,12633.0,21631.0,1.7122615372437267
BAY RIDGE AV,6266.0,11325.0,1.8073731248005107
BAY RIDGE-95 ST,4411.0,9839.5,2.2306733167082293
BAYCHESTER AV,1479.0,4364.0,2.9506423258958754
BEACH 105 ST,177.0,497.5,2.810734463276836
BEACH 25 ST,1779.0,4257.0,2.3929173693086003
BEACH 36 ST,942.0,2048.0,2.1740976645435244
BEACH 44 ST,818.5,1634.0,1.996334758704948
BEACH 60 ST,1974.5,3995.0,2.023297037224614
BEACH 67 ST,2107.0,4304.5,2.042952064546749
BEACH 90 ST,756.5,1398.0,1.8479841374752148
BEACH 98 ST,333.5,820.0,2.4587706146926536
BEDFORD AV,55155.5,59085.5,1.0712530935264841
BEDFORD PK BLVD,10396.5,20633.5,1.9846582984658299
BEDFORD-NOSTRAN,8711.5,14526.0,1.667451070424152
BERGEN ST,12665.0,25699.5,2.029174891433083
BEVERLEY ROAD,4312.5,6768.5,1.5695072463768116
BEVERLY RD,2549.0,5339.0,2.0945468811298547
BLEECKER ST,12021.0,21793.5,1.8129523334165212
BOROUGH HALL,22689.5,62748.0,2.765508274752639
BOTANIC GARDEN,2020.0,3761.0,1.861881188118812
BOWERY,7572.5,7072.5,0.9339716077913502
BOWLING GREEN,17517.0,61493.0,3.5104755380487527
BRIARWOOD,2434.5,7947.0,3.2643253234750462
BRIGHTON BEACH,10638.0,21424.0,2.013912389546907
BROAD CHANNEL,237.5,377.0,1.5873684210526315
BROAD ST,3217.0,10545.5,3.27805408765931
BROADWAY,6964.5,37274.5,5.352071218321488
BROADWAY JCT,10770.5,17314.0,1.6075391114618633
BRONX PARK EAST,1674.5,3838.5,2.2923260674828305
BROOK AV,7281.0,12490.0,1.715423705534954
BROOKLYN BRIDGE,12957.5,38269.0,2.9534246575342467
BUHRE AV,2979.0,7544.0,2.5323934206109433
BURKE AV,2454.5,4779.0,1.9470360562232634
BURNSIDE AV,9502.0,15525.0,1.633866554409598
BUSHWICK AV,2928.5,4071.5,1.3903022024927438
CANAL ST,92836.0,130767.0,1.4085807229953897
CANARSIE-ROCKAW,7553.5,15625.5,2.068643675117495
